candidate_id,graph_id,vertices,use_reduction,hop_key,target_k,rank,n_vertices,n_edges,n_directed,n_vars,n_couplings,max_degree,degeneracy,degeneracy_sec,tw_min_degree,tw_min_degree_sec,tw_min_fill_in,tw_min_fill_in_sec,embeddable,physical_qubits,max_chain_length,embed_sec,attempts,timeout_sec,rechecked,first_timeout_sec
v200_s0_p30__h2__nored__whole__whole,v200_s0_p30,200,False,h2,,whole,200,408,0,408,1439,13,8,0.0022318,26,0.0259512,24,0.329394,True,999,9,32.0332,1,60,,
v200_s0_p30__h2__red__k12__max,v200_s0_p30,200,True,h2,12,max,50,63,36,63,187,10,5,0.0002464,7,0.0009047,7,0.0020986,True,96,3,0.641792,1,60,,
v200_s0_p30__h2__red__k12__mid,v200_s0_p30,200,True,h2,12,mid,11,8,10,8,16,6,5,0.0001191,5,0.0001737,5,7.71e-05,True,9,2,0.0943811,1,60,,
v200_s0_p30__h2__red__k12__min,v200_s0_p30,200,True,h2,12,min,5,1,5,0,0,0,0,4.99989e-07,0,7.1e-06,,,True,0,0,6.99991e-07,0,60,,
v200_s0_p30__h2__red__k16__max,v200_s0_p30,200,True,h2,16,max,83,99,65,98,246,9,5,0.0003298,7,0.0015236,6,0.0033646,True,138,3,0.454774,1,60,,
v200_s0_p30__h2__red__k16__mid,v200_s0_p30,200,True,h2,16,mid,8,4,8,4,5,3,2,0.00011,2,0.0001322,2,4.97e-05,True,4,1,0.0585263,1,60,,
v200_s0_p30__h2__red__k24__max,v200_s0_p30,200,True,h2,24,max,54,56,39,55,133,8,5,0.0001911,5,0.0006832,5,0.00128,True,71,2,0.536045,1,60,,
v200_s0_p30__h2__red__k24__mid,v200_s0_p30,200,True,h2,24,mid,5,2,5,2,1,1,1,6.05e-05,1,6.68e-05,1,2.29e-05,True,2,1,0.0440037,1,60,,
v200_s0_p30__h2__red__k24__min,v200_s0_p30,200,True,h2,24,min,5,1,5,0,0,0,0,8.99992e-07,0,1.38e-05,,,True,0,0,9.99993e-07,0,60,,
v200_s0_p30__h2__red__k2__max,v200_s0_p30,200,True,h2,2,max,162,304,42,304,1007,10,6,0.0016939,19,0.011653,14,0.0946253,True,677,9,11.5065,1,60,,
v200_s0_p30__h2__red__k2__min,v200_s0_p30,200,True,h2,2,min,28,35,17,35,98,10,5,0.0001812,7,0.000494,7,0.0007903,True,53,3,0.252814,1,60,,
v200_s0_p30__h2__red__k32__max,v200_s0_p30,200,True,h2,32,max,23,24,18,23,55,8,4,0.0001538,5,0.0003778,5,0.0005026,True,30,2,0.111182,1,60,,
v200_s0_p30__h2__red__k32__mid,v200_s0_p30,200,True,h2,32,mid,8,3,8,2,1,1,1,6.17e-05,1,6.75e-05,1,2.14e-05,True,2,1,0.0500896,1,60,,
v200_s0_p30__h2__red__k32__min,v200_s0_p30,200,True,h2,32,min,10,1,10,0,0,0,0,7.99992e-07,0,1.33e-05,,,True,0,0,2e-06,0,60,,
v200_s0_p30__h2__red__k3__max,v200_s0_p30,200,True,h2,3,max,80,126,32,126,373,10,5,0.0004787,12,0.0025113,11,0.0130284,True,208,3,1.19844,1,60,,
v200_s0_p30__h2__red__k3__mid,v200_s0_p30,200,True,h2,3,mid,58,79,29,79,249,10,5,0.000361,10,0.0017574,10,0.0069494,True,124,3,0.61965,1,60,,
v200_s0_p30__h2__red__k3__min,v200_s0_p30,200,True,h2,3,min,9,6,8,6,10,5,3,8.76e-05,3,0.0001264,3,5.92e-05,True,6,1,0.0995124,1,60,,
v200_s0_p30__h2__red__k48__max,v200_s0_p30,200,True,h2,48,max,20,21,17,21,42,8,5,0.0001473,5,0.0003266,5,0.0003241,True,25,2,0.145548,1,60,,
v200_s0_p30__h2__red__k48__mid,v200_s0_p30,200,True,h2,48,mid,11,3,11,2,1,1,1,5.64e-05,1,5.88e-05,1,1.83e-05,True,2,1,0.0524959,1,60,,
v200_s0_p30__h2__red__k4__max,v200_s0_p30,200,True,h2,4,max,52,78,26,78,246,10,6,0.00033,9,0.001415,9,0.0064054,True,127,3,1.06638,1,60,,
v200_s0_p30__h2__red__k4__mid,v200_s0_p30,200,True,h2,4,mid,14,14,10,14,30,7,4,0.0001223,4,0.0002265,4,0.0001833,True,17,2,0.0958311,1,60,,
v200_s0_p30__h2__red__k4__min,v200_s0_p30,200,True,h2,4,min,7,1,7,0,0,0,0,1.00001e-06,0,1.66e-05,,,True,0,0,1.09999e-06,0,60,,
v200_s0_p30__h2__red__k64__max,v200_s0_p30,200,True,h2,64,max,24,21,19,21,39,6,4,0.0001134,4,0.0002777,4,0.0002348,True,23,2,0.161231,1,60,,
v200_s0_p30__h2__red__k64__mid,v200_s0_p30,200,True,h2,64,mid,5,2,5,2,1,1,1,6.81e-05,1,8.14e-05,1,2.43e-05,True,2,1,0.0489914,1,60,,
v200_s0_p30__h2__red__k64__min,v200_s0_p30,200,True,h2,64,min,6,1,6,0,0,0,0,6.00005e-07,0,7.8e-06,,,True,0,0,7.00005e-07,0,60,,
v200_s0_p30__h2__red__k6__max,v200_s0_p30,200,True,h2,6,max,36,58,15,58,185,10,5,0.0002482,9,0.0008699,9,0.0026438,True,95,3,0.470267,1,60,,
v200_s0_p30__h2__red__k6__mid,v200_s0_p30,200,True,h2,6,mid,30,35,18,34,95,9,5,0.0001702,6,0.0004504,6,0.0005252,True,49,2,0.262979,1,60,,
v200_s0_p30__h2__red__k6__min,v200_s0_p30,200,True,h2,6,min,3,1,3,1,0,0,0,4.97e-05,0,6.39999e-06,,,True,1,1,4.99999e-06,0,60,,
v200_s0_p30__h2__red__k8__max,v200_s0_p30,200,True,h2,8,max,57,78,33,78,219,10,5,0.0008068,9,0.0012681,8,0.0048249,True,107,2,0.907783,1,60,,
v200_s0_p30__h2__red__k8__mid,v200_s0_p30,200,True,h2,8,mid,24,20,20,20,47,8,5,0.0002683,5,0.0003787,5,0.0003505,True,25,2,0.179709,1,60,,
v200_s0_p30__h2__red__k8__min,v200_s0_p30,200,True,h2,8,min,7,1,7,0,0,0,0,5.9999e-07,0,8.3e-06,,,True,0,0,9.00007e-07,0,60,,
v200_s0_p30__h2__red__k96__max,v200_s0_p30,200,True,h2,96,max,46,23,45,20,24,5,3,0.0001666,3,0.0003155,3,0.0002574,True,20,1,0.0822893,1,60,,
v200_s0_p30__h2__red__k96__mid,v200_s0_p30,200,True,h2,96,mid,9,3,9,2,1,1,1,4.84e-05,1,5.36e-05,1,1.7e-05,True,2,1,0.0503974,1,60,,
v200_s0_p30__h2__red__k96__min,v200_s0_p30,200,True,h2,96,min,6,1,6,0,0,0,0,6.00005e-07,0,5.7e-06,,,True,0,0,7.00005e-07,0,60,,
v200_s0_p30__h2__red__whole__whole,v200_s0_p30,200,True,h2,,whole,173,381,0,381,1401,13,8,0.0017669,29,0.0216071,24,0.271377,True,963,7,5.04304,1,60,,
v300_s0_p0__h2+3__nored__k12__max,v300_s0_p0,300,False,h2+3,12,max,61,105,39,105,1030,32,14,0.0008245,27,0.0040467,23,0.0233846,True,458,8,8.36065,1,60,,
v300_s0_p0__h2+3__nored__k12__mid,v300_s0_p0,300,False,h2+3,12,mid,38,55,28,55,518,30,12,0.0007486,21,0.002414,19,0.0082898,True,255,8,7.25262,1,60,,
v300_s0_p0__h2+3__nored__k12__min,v300_s0_p0,300,False,h2+3,12,min,4,1,4,0,0,0,0,5.00004e-07,0,7.3e-06,,,True,0,0,8.00006e-07,0,60,,
v300_s0_p0__h2+3__nored__k16__max,v300_s0_p0,300,False,h2+3,16,max,59,97,40,97,914,35,14,0.0008407,23,0.0031797,20,0.0132411,True,417,7,11.0749,1,60,,
v300_s0_p0__h2+3__nored__k16__mid,v300_s0_p0,300,False,h2+3,16,mid,26,33,21,33,234,22,12,0.0002793,16,0.0006164,16,0.0017855,True,96,4,3.02938,1,60,,
v300_s0_p0__h2+3__nored__k24__max,v300_s0_p0,300,False,h2+3,24,max,39,60,27,60,474,24,12,0.0007787,16,0.003184,16,0.0066514,True,217,6,2.70874,1,60,,
v300_s0_p0__h2+3__nored__k24__mid,v300_s0_p0,300,False,h2+3,24,mid,6,5,5,5,10,4,4,0.0001043,4,0.0001138,4,3.38e-05,True,6,2,0.0976691,1,60,,
v300_s0_p0__h2+3__nored__k24__min,v300_s0_p0,300,False,h2+3,24,min,4,1,4,0,0,0,0,5.00004e-07,0,6.69999e-06,,,True,0,0,7.99992e-07,0,60,,
v300_s0_p0__h2+3__nored__k2__max,v300_s0_p0,300,False,h2+3,2,max,172,429,42,429,6414,51,19,0.0054893,103,0.139233,99,1.48762,False,,,305.012,1,300,True,60
v300_s0_p0__h2+3__nored__k2__mid,v300_s0_p0,300,False,h2+3,2,mid,144,351,39,351,5050,54,18,0.0042625,77,0.0939731,72,0.824292,True,3002,17,60.6055,1,60,,
v300_s0_p0__h2+3__nored__k2__min,v300_s0_p0,300,False,h2+3,2,min,23,46,10,46,462,28,14,0.0005822,24,0.0026114,23,0.0075676,True,207,7,11.0971,1,60,,
v300_s0_p0__h2+3__nored__k32__max,v300_s0_p0,300,False,h2+3,32,max,38,55,31,55,401,24,12,0.0003987,18,0.0013268,20,0.0038835,True,172,5,2.7839,1,60,,
v300_s0_p0__h2+3__nored__k32__mid,v300_s0_p0,300,False,h2+3,32,mid,8,5,8,5,10,4,4,8.27e-05,4,0.0001216,4,3.31e-05,True,6,2,0.0868074,1,60,,
v300_s0_p0__h2+3__nored__k32__min,v300_s0_p0,300,False,h2+3,32,min,4,1,4,0,0,0,0,6.00005e-07,0,5.8e-06,,,True,0,0,8.00006e-07,0,60,,
v300_s0_p0__h2+3__nored__k3__max,v300_s0_p0,300,False,h2+3,3,max,222,567,57,567,8259,48,18,0.0071763,81,0.145683,76,2.46478,False,,,306.718,1,300,True,60
v300_s0_p0__h2+3__nored__k3__mid,v300_s0_p0,300,False,h2+3,3,mid,104,249,30,249,3549,48,19,0.0041611,65,0.0649399,59,0.380241,True,2581,25,60.1653,1,60,,
v300_s0_p0__h2+3__nored__k3__min,v300_s0_p0,300,False,h2+3,3,min,4,1,4,0,0,0,0,7.99992e-07,0,1.25e-05,,,True,0,0,9.00007e-07,0,60,,
v300_s0_p0__h2+3__nored__k48__max,v300_s0_p0,300,False,h2+3,48,max,31,45,24,45,306,20,10,0.0003115,12,0.0012984,12,0.0028717,True,133,5,2.87814,1,60,,
v300_s0_p0__h2+3__nored__k48__mid,v300_s0_p0,300,False,h2+3,48,mid,7,4,7,4,5,3,2,8.18e-05,2,0.0001629,2,6.28e-05,True,4,1,0.0804424,1,60,,
v300_s0_p0__h2+3__nored__k48__min,v300_s0_p0,300,False,h2+3,48,min,4,1,4,0,0,0,0,7.00005e-07,0,1.2e-05,,,True,0,0,7.99992e-07,0,60,,
v300_s0_p0__h2+3__nored__k4__max,v300_s0_p0,300,False,h2+3,4,max,98,217,37,217,2926,45,17,0.0035063,64,0.0400266,57,0.218395,True,1694,16,48.3324,1,60,,
v300_s0_p0__h2+3__nored__k4__mid,v300_s0_p0,300,False,h2+3,4,mid,53,118,19,118,1477,40,16,0.0012662,49,0.0068944,43,0.0462874,True,767,12,27.3681,1,60,,
v300_s0_p0__h2+3__nored__k4__min,v300_s0_p0,300,False,h2+3,4,min,4,1,4,0,0,0,0,6.00005e-07,0,9.6e-06,,,True,0,0,9.99993e-07,0,60,,
v300_s0_p0__h2+3__nored__k64__max,v300_s0_p0,300,False,h2+3,64,max,19,32,11,32,252,23,11,0.000268,16,0.0006366,16,0.0017323,True,101,5,1.49716,1,60,,
v300_s0_p0__h2+3__nored__k64__mid,v300_s0_p0,300,False,h2+3,64,mid,6,3,6,3,3,2,2,0.0001041,2,0.00012,2,3.56e-05,True,3,1,0.0776631,1,60,,
v300_s0_p0__h2+3__nored__k6__max,v300_s0_p0,300,False,h2+3,6,max,77,152,38,152,1965,44,17,0.0027469,52,0.0171105,47,0.0819266,True,958,11,49.1228,1,60,,
v300_s0_p0__h2+3__nored__k6__mid,v300_s0_p0,300,False,h2+3,6,mid,52,119,17,119,1532,42,16,0.0012841,48,0.0099613,43,0.0781359,True,861,12,18.4479,1,60,,
v300_s0_p0__h2+3__nored__k6__min,v300_s0_p0,300,False,h2+3,6,min,5,2,5,2,1,1,1,6.73e-05,1,7.04e-05,1,2.24e-05,True,2,1,0.0470523,1,60,,
v300_s0_p0__h2+3__nored__k8__max,v300_s0_p0,300,False,h2+3,8,max,46,99,18,99,1124,35,15,0.0006263,36,0.0086795,31,0.0416712,True,493,9,28.6578,1,60,,
v300_s0_p0__h2+3__nored__k8__mid,v300_s0_p0,300,False,h2+3,8,mid,45,82,25,82,897,35,14,0.0009005,25,0.0078594,23,0.0267447,True,451,10,9.05387,1,60,,
v300_s0_p0__h2+3__nored__k8__min,v300_s0_p0,300,False,h2+3,8,min,4,1,4,0,0,0,0,9.99993e-07,0,1.59e-05,,,True,0,0,1.09999e-06,0,60,,
v300_s0_p0__h2+3__nored__k96__max,v300_s0_p0,300,False,h2+3,96,max,25,36,18,36,210,18,9,0.0003026,11,0.0008054,11,0.0014234,True,85,4,0.632195,1,60,,
v300_s0_p0__h2+3__nored__k96__mid,v300_s0_p0,300,False,h2+3,96,mid,5,2,5,2,1,1,1,6.46e-05,1,7.24e-05,1,2.34e-05,True,2,1,0.0501216,1,60,,
v300_s0_p0__h2+3__nored__k96__min,v300_s0_p0,300,False,h2+3,96,min,4,1,4,0,0,0,0,1.00001e-06,0,1.55e-05,,,True,0,0,1.10001e-06,0,60,,
v300_s0_p0__h2+3__nored__whole__whole,v300_s0_p0,300,False,h2+3,,whole,300,881,0,881,14795,54,21,0.0139296,168,0.976637,,,False,,,170.906,2,60,,
v300_s0_p0__h2+3__red__k12__max,v300_s0_p0,300,True,h2+3,12,max,40,75,21,75,811,35,14,0.0010392,30,0.0037106,30,0.0161987,True,355,7,15.4522,1,60,,
v300_s0_p0__h2+3__red__k12__mid,v300_s0_p0,300,True,h2+3,12,mid,7,6,6,6,15,5,5,8.2e-05,5,0.0001112,5,3.04e-05,True,8,2,0.0722483,1,60,,
v300_s0_p0__h2+3__red__k12__min,v300_s0_p0,300,True,h2+3,12,min,4,1,4,0,0,0,0,5.9999e-07,0,8.80001e-06,,,True,0,0,9.99993e-07,0,60,,
v300_s0_p0__h2+3__red__k16__max,v300_s0_p0,300,True,h2+3,16,max,39,58,28,58,529,30,13,0.0005099,21,0.0015669,21,0.0061146,True,224,6,11.1989,1,60,,
v300_s0_p0__h2+3__red__k16__mid,v300_s0_p0,300,True,h2+3,16,mid,24,35,17,35,289,27,11,0.0011319,18,0.0022837,17,0.0043459,True,118,5,1.81271,1,60,,
v300_s0_p0__h2+3__red__k24__max,v300_s0_p0,300,True,h2+3,24,max,45,60,36,60,429,23,12,0.000418,19,0.0013149,18,0.0038508,True,186,5,2.37235,1,60,,
v300_s0_p0__h2+3__red__k24__mid,v300_s0_p0,300,True,h2+3,24,mid,7,4,7,4,6,3,3,7.43e-05,3,8.73e-05,3,3.3e-05,True,4,1,0.0683391,1,60,,
v300_s0_p0__h2+3__red__k2__max,v300_s0_p0,300,True,h2+3,2,max,169,430,37,430,6233,47,18,0.0052332,92,0.113121,71,1.26367,True,4548,31,113.518,1,300,True,60
v300_s0_p0__h2+3__red__k2__mid,v300_s0_p0,300,True,h2+3,2,mid,149,356,44,356,5121,54,18,0.0066329,71,0.108245,72,0.870219,True,3699,28,61.3174,1,60,,
v300_s0_p0__h2+3__red__k2__min,v300_s0_p0,300,True,h2+3,2,min,23,46,10,46,462,28,14,0.0004388,24,0.0070316,23,0.0050469,True,216,7,5.57349,1,60,,
v300_s0_p0__h2+3__red__k32__max,v300_s0_p0,300,True,h2+3,32,max,22,31,16,31,238,23,11,0.0002997,15,0.0010034,14,0.0029264,True,102,5,1.10632,1,60,,
v300_s0_p0__h2+3__red__k32__mid,v300_s0_p0,300,True,h2+3,32,mid,8,7,7,7,20,6,5,8.09e-05,5,0.000112,5,4.75e-05,True,10,2,0.0785134,1,60,,
v300_s0_p0__h2+3__red__k3__max,v300_s0_p0,300,True,h2+3,3,max,117,276,36,276,3859,50,17,0.003277,71,0.0471713,68,0.492442,True,2429,18,50.4665,1,300,True,60
v300_s0_p0__h2+3__red__k3__mid,v300_s0_p0,300,True,h2+3,3,mid,111,262,34,262,3777,50,18,0.0042248,63,0.0444448,64,0.392006,True,2707,25,62.8031,1,60,,
v300_s0_p0__h2+3__red__k3__min,v300_s0_p0,300,True,h2+3,3,min,4,1,4,0,0,0,0,7.99992e-07,0,9.32e-05,,,True,0,0,9.99993e-07,0,60,,
v300_s0_p0__h2+3__red__k48__max,v300_s0_p0,300,True,h2+3,48,max,25,39,18,39,277,20,10,0.0002936,15,0.0008034,15,0.0019359,True,115,4,1.50315,1,60,,
v300_s0_p0__h2+3__red__k48__mid,v300_s0_p0,300,True,h2+3,48,mid,7,4,7,4,5,3,2,9.35e-05,2,0.0001404,2,5.16e-05,True,4,1,0.0783328,1,60,,
v300_s0_p0__h2+3__red__k48__min,v300_s0_p0,300,True,h2+3,48,min,4,1,4,0,0,0,0,9.99993e-07,0,1.36e-05,,,True,0,0,1.00001e-06,0,60,,
v300_s0_p0__h2+3__red__k4__max,v300_s0_p0,300,True,h2+3,4,max,156,344,62,344,4383,44,16,0.0034424,51,0.0490977,40,0.464041,True,2399,14,124.859,2,60,,
v300_s0_p0__h2+3__red__k4__mid,v300_s0_p0,300,True,h2+3,4,mid,17,24,12,24,150,17,9,0.0002631,13,0.0005617,13,0.0010207,True,61,3,0.84299,1,60,,
v300_s0_p0__h2+3__red__k4__min,v300_s0_p0,300,True,h2+3,4,min,4,1,4,0,0,0,0,6.99991e-07,0,1.14e-05,,,True,0,0,7.00005e-07,0,60,,
v300_s0_p0__h2+3__red__k64__max,v300_s0_p0,300,True,h2+3,64,max,26,33,21,33,212,22,10,0.0002555,15,0.0005781,14,0.0012141,True,91,4,1.312,1,60,,
v300_s0_p0__h2+3__red__k64__mid,v300_s0_p0,300,True,h2+3,64,mid,6,3,6,3,3,2,2,9.72e-05,2,0.0001758,2,5.85e-05,True,3,1,0.0723752,1,60,,
v300_s0_p0__h2+3__red__k6__max,v300_s0_p0,300,True,h2+3,6,max,70,145,31,145,1743,38,16,0.002105,36,0.0143858,30,0.0563501,True,927,11,15.733,1,60,,
v300_s0_p0__h2+3__red__k6__mid,v300_s0_p0,300,True,h2+3,6,mid,47,100,19,100,1233,40,16,0.001954,42,0.0082744,43,0.0403314,True,592,10,29.204,1,60,,
v300_s0_p0__h2+3__red__k6__min,v300_s0_p0,300,True,h2+3,6,min,4,1,4,0,0,0,0,8.99992e-07,0,1.39e-05,,,True,0,0,9.99993e-07,0,60,,
v300_s0_p0__h2+3__red__k8__max,v300_s0_p0,300,True,h2+3,8,max,52,99,27,99,1113,36,15,0.0009298,28,0.0067916,28,0.0270925,True,531,10,20.03,1,60,,
v300_s0_p0__h2+3__red__k8__mid,v300_s0_p0,300,True,h2+3,8,mid,5,2,5,2,1,1,1,9.33e-05,1,0.0001055,1,2.8e-05,True,2,1,0.0480147,1,60,,
v300_s0_p0__h2+3__red__k8__min,v300_s0_p0,300,True,h2+3,8,min,4,1,4,0,0,0,0,7.99992e-07,0,1.18e-05,,,True,0,0,8.00006e-07,0,60,,
v300_s0_p0__h2+3__red__k96__max,v300_s0_p0,300,True,h2+3,96,max,16,17,14,17,69,12,6,0.0001355,8,0.0002396,8,0.0002217,True,30,3,0.202946,1,60,,
v300_s0_p0__h2+3__red__k96__mid,v300_s0_p0,300,True,h2+3,96,mid,6,3,6,3,3,2,2,0.0001062,2,0.0001301,2,5.01e-05,True,3,1,0.0899595,1,60,,
v300_s0_p0__h2+3__red__whole__whole,v300_s0_p0,300,True,h2+3,,whole,300,881,0,881,14795,54,21,0.0146327,164,1.0651,,,False,,,155.239,2,60,,
v300_s0_p0__h2__nored__k12__max,v300_s0_p0,300,False,h2,12,max,43,80,23,80,333,13,7,0.0005513,11,0.0029714,10,0.0130588,True,145,3,1.45523,1,60,,
v300_s0_p0__h2__nored__k12__mid,v300_s0_p0,300,False,h2,12,mid,16,19,13,19,53,9,5,0.0001192,5,0.0002642,5,0.0002585,True,26,2,0.169582,1,60,,
v300_s0_p0__h2__nored__k12__min,v300_s0_p0,300,False,h2,12,min,4,1,4,0,0,0,0,7.99992e-07,0,1.41e-05,,,True,0,0,1.00001e-06,0,60,,
v300_s0_p0__h2__nored__k16__max,v300_s0_p0,300,False,h2,16,max,38,65,23,65,253,12,6,0.0003289,11,0.0012254,11,0.0039958,True,113,3,0.601724,1,60,,
v300_s0_p0__h2__nored__k16__mid,v300_s0_p0,300,False,h2,16,mid,12,13,10,13,32,8,5,0.0001641,5,0.0007872,5,0.0006002,True,17,3,0.106416,1,60,,
v300_s0_p0__h2__nored__k16__min,v300_s0_p0,300,False,h2,16,min,4,1,4,0,0,0,0,5.00004e-07,0,4.1e-06,,,True,0,0,6.99991e-07,0,60,,
v300_s0_p0__h2__nored__k24__max,v300_s0_p0,300,False,h2,24,max,29,42,21,42,137,10,5,0.0003285,8,0.0039471,7,0.001297,True,66,3,0.268465,1,60,,
v300_s0_p0__h2__nored__k24__mid,v300_s0_p0,300,False,h2,24,mid,15,16,13,16,37,7,4,0.0001388,4,0.0012568,4,0.0009626,True,20,2,0.196396,1,60,,
v300_s0_p0__h2__nored__k2__max,v300_s0_p0,300,False,h2,2,max,174,435,42,435,2038,14,8,0.0018634,29,0.0258038,28,0.362559,True,1203,8,37.74,1,60,,
v300_s0_p0__h2__nored__k2__mid,v300_s0_p0,300,False,h2,2,mid,142,345,39,345,1618,15,9,0.0016834,28,0.0189431,25,0.220189,True,1062,7,17.0257,1,60,,
v300_s0_p0__h2__nored__k2__min,v300_s0_p0,300,False,h2,2,min,23,46,10,46,180,10,5,0.00027,12,0.0010354,10,0.0035257,True,86,3,0.534978,1,60,,
v300_s0_p0__h2__nored__k32__max,v300_s0_p0,300,False,h2,32,max,37,62,23,62,215,10,5,0.0005353,8,0.0028459,8,0.0061328,True,103,3,1.56588,1,60,,
v300_s0_p0__h2__nored__k32__mid,v300_s0_p0,300,False,h2,32,mid,6,3,6,3,2,2,1,5.7e-05,1,7.72e-05,1,3.18e-05,True,3,1,0.0568266,1,60,,
v300_s0_p0__h2__nored__k3__max,v300_s0_p0,300,False,h2,3,max,218,539,71,539,2492,15,9,0.0036163,31,0.0501784,27,0.68333,True,1587,8,27.6906,1,60,,
v300_s0_p0__h2__nored__k3__mid,v300_s0_p0,300,False,h2,3,mid,108,253,34,253,1168,17,10,0.0010886,21,0.0133658,21,0.0993338,True,684,9,11.8757,1,60,,
v300_s0_p0__h2__nored__k3__min,v300_s0_p0,300,False,h2,3,min,4,1,4,0,0,0,0,8.00006e-07,0,1.24e-05,,,True,0,0,7.99992e-07,0,60,,
v300_s0_p0__h2__nored__k48__max,v300_s0_p0,300,False,h2,48,max,22,35,14,35,121,11,7,0.0001991,8,0.000589,8,0.000969,True,56,2,0.355083,1,60,,
v300_s0_p0__h2__nored__k48__mid,v300_s0_p0,300,False,h2,48,mid,7,4,7,4,5,3,2,7.9e-05,2,0.0001109,2,5.03e-05,True,4,1,0.0722757,1,60,,
v300_s0_p0__h2__nored__k48__min,v300_s0_p0,300,False,h2,48,min,4,1,4,0,0,0,0,9.00007e-07,0,1.22e-05,,,True,0,0,8.99992e-07,0,60,,
v300_s0_p0__h2__nored__k4__max,v300_s0_p0,300,False,h2,4,max,158,391,43,391,1810,13,8,0.0024489,28,0.0201187,24,0.283987,True,1249,10,8.15882,1,300,True,60
v300_s0_p0__h2__nored__k4__mid,v300_s0_p0,300,False,h2,4,mid,7,6,6,6,11,5,3,8.65e-05,3,0.0001281,3,8.2e-05,True,7,2,0.0695908,1,60,,
v300_s0_p0__h2__nored__k4__min,v300_s0_p0,300,False,h2,4,min,4,1,4,0,0,0,0,6.00005e-07,0,6.2e-06,,,True,0,0,7.99992e-07,0,60,,
v300_s0_p0__h2__nored__k64__max,v300_s0_p0,300,False,h2,64,max,23,34,16,34,111,10,5,0.0001707,9,0.000587,9,0.0011116,True,54,3,0.3964,1,60,,
v300_s0_p0__h2__nored__k64__mid,v300_s0_p0,300,False,h2,64,mid,7,4,7,4,4,3,2,0.0001003,2,0.0001459,2,0.0001011,True,4,1,0.0796088,1,60,,
v300_s0_p0__h2__nored__k6__max,v300_s0_p0,300,False,h2,6,max,71,162,24,162,717,13,8,0.0014438,24,0.0061766,17,0.0421208,True,351,4,2.07862,1,60,,
v300_s0_p0__h2__nored__k8__max,v300_s0_p0,300,False,h2,8,max,50,107,20,107,454,13,7,0.00068,15,0.0040632,14,0.0181495,True,233,4,1.74396,1,60,,
v300_s0_p0__h2__nored__k8__mid,v300_s0_p0,300,False,h2,8,mid,5,2,5,2,1,1,1,6.35e-05,1,6.34e-05,1,1.98e-05,True,2,1,0.0498691,1,60,,
v300_s0_p0__h2__nored__k8__min,v300_s0_p0,300,False,h2,8,min,4,1,4,0,0,0,0,4.99989e-07,0,4.70001e-06,,,True,0,0,6.99991e-07,0,60,,
v300_s0_p0__h2__nored__k96__max,v300_s0_p0,300,False,h2,96,max,28,31,25,31,77,10,5,0.0001195,6,0.0004009,6,0.000451,True,44,2,0.166767,1,60,,
v300_s0_p0__h2__nored__k96__mid,v300_s0_p0,300,False,h2,96,mid,6,3,6,3,3,2,2,7.71e-05,2,0.0002538,2,6.36e-05,True,3,1,0.0974952,1,60,,
v300_s0_p0__h2__nored__k96__min,v300_s0_p0,300,False,h2,96,min,4,1,4,0,0,0,0,9.00007e-07,0,1.29e-05,,,True,0,0,1.09999e-06,0,60,,
v300_s0_p0__h2__nored__whole__whole,v300_s0_p0,300,False,h2,,whole,300,881,0,881,4536,17,10,0.004405,65,0.123495,,,True,3160,14,111.037,1,300,True,60
v300_s0_p0__h2__red__k12__max,v300_s0_p0,300,True,h2,12,max,61,89,47,89,306,13,7,0.0009081,9,0.0028298,8,0.0060501,True,147,3,1.07036,1,60,,
v300_s0_p0__h2__red__k12__mid,v300_s0_p0,300,True,h2,12,mid,33,56,20,56,212,10,6,0.0009798,10,0.0038894,9,0.007622,True,107,3,0.669614,1,60,,
v300_s0_p0__h2__red__k12__min,v300_s0_p0,300,True,h2,12,min,4,1,4,0,0,0,0,6.00005e-07,0,8.49999e-06,,,True,0,0,8.99992e-07,0,60,,
v300_s0_p0__h2__red__k16__max,v300_s0_p0,300,True,h2,16,max,63,106,40,106,386,14,7,0.0004561,14,0.0021171,11,0.0071991,True,201,4,1.12644,1,60,,
v300_s0_p0__h2__red__k16__mid,v300_s0_p0,300,True,h2,16,mid,16,23,11,23,75,10,5,0.0001224,6,0.0002983,6,0.0005417,True,36,2,0.169834,1,60,,
v300_s0_p0__h2__red__k16__min,v300_s0_p0,300,True,h2,16,min,4,1,4,0,0,0,0,7.00005e-07,0,1.22e-05,,,True,0,0,9.00007e-07,0,60,,
v300_s0_p0__h2__red__k24__max,v300_s0_p0,300,True,h2,24,max,38,56,29,56,190,11,6,0.0002619,9,0.0008521,9,0.0017908,True,98,4,0.477704,1,60,,
v300_s0_p0__h2__red__k24__mid,v300_s0_p0,300,True,h2,24,mid,5,2,5,2,1,1,1,0.000107,1,0.0001175,1,2.1e-05,True,2,1,0.0468895,1,60,,
v300_s0_p0__h2__red__k24__min,v300_s0_p0,300,True,h2,24,min,4,1,4,0,0,0,0,5.9999e-07,0,8.50001e-06,,,True,0,0,9.00007e-07,0,60,,
v300_s0_p0__h2__red__k2__max,v300_s0_p0,300,True,h2,2,max,171,426,42,426,2013,14,8,0.0021347,33,0.0413625,28,0.418426,True,1410,12,36.9791,1,60,,
